Full Address;Longitude;Latitude;Zip;REC_TYPE;PIN;OVACLS;CLASS_DESCRIPTION;CURRENT_LAND;CURRENT_BUILDING;CURRENT_TOTAL;ESTIMATED_MARKET_VALUE;PRIOR_LAND;PRIOR_BUILDING;PRIOR_TOTAL;PPRIOR_LAND;PPRIOR_BUILDING;PPRIOR_TOTAL;PPRIOR_YEAR;TOWN;VOLUME;LOC;TAX_CODE;NEIGHBORHOOD;HOUSENO;DIR;STREET;SUFFIX;APT;CITY;RES_TYPE;BLDG_USE;APT_DESC;COMM_UNITS;EXT_DESC;FULL_BATH;HALF_BATH;BSMT_DESC;ATTIC_DESC;AC;FIREPLACE;GAR_DESC;AGE;BUILDING_SQ_FT;LAND_SQ_FT;BLDG_SF;UNITS_TOT;MULTI_SALE;DEED_TYPE;SALE_DATE;SALE_AMOUNT;APPCNT;APPEAL_A;APPEAL_A_STATUS;APPEAL_A_RESULT;APPEAL_A_REASON;APPEAL_A_PIN_RESULT;APPEAL_A_PROPAV;APPEAL_A_CURRAV;APPEAL_A_RESLTDATE;
2050 W RACE AVE, CHICAGO, IL;-87,6789514999999;41,8916929;60612;A-HD;17071210280000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;28.703;35.327;353.270;5.520;29.713;35.233;5.520;29.713;35.233;2013;77;586;CITY;77001;120;2050;W;RACE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;1;0; ;124;2086;2208;     ;        ;0;1;9/1/14;406000;0;0;                  ;;0;;0;0;     ;
2048 W ERIE ST, CHICAGO, IL;-87,6789222999999;41,8933488999999;60612;A-HD;17071120290000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;30.115;38.899;388.990;7.320;29.659;36.979;7.320;29.659;36.979;2013;77;586;CITY;77001;120;2048;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;125;2392;2928;     ;        ;0;1;1/27/95;134000;1;104452;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;42107;42107;10/19/15;
2049 W OHIO ST, CHICAGO, IL;-87,6788703;41,8920530999999;60612;A-HD;17071210050000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;34.176;40.800;408.000;5.520;29.509;35.029;5.520;29.509;35.029;2013;77;586;CITY;77001;120;2049;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;124;2172;2208;     ;        ;0;1;10/1/93;107500;0;0;                  ;;0;;0;0;     ;
2047 W HURON ST, CHICAGO, IL;-87,6788583999999;41,8938453;60612;A-HD;17071120050000;211;Two to Six Apartments, Over 62 Years                                                         ;9.333;40.761;50.094;500.940;7.777;23.965;31.742;7.777;23.965;31.742;2013;77;586;CITY;77001;120;2047;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Slab and Unfinished;None;2;0;1 1/2 Car Detached;125;1598;3111;     ;        ;0;1;8/1/14;435512;0;0;                  ;;0;;0;0;     ;
2046 W HURON ST, CHICAGO, IL;-87,6788444999999;41,8942564999999;60612;A-HD;17071080290000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;29.070;35.838;358.380;5.640;25.978;31.618;5.640;25.978;31.618;2013;77;586;CITY;77001;120;2046;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Slab and Unfinished;None;2;0; ;127;1858;2256;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2046 W ERIE ST, CHICAGO, IL;-87,6788348;41,8933684;60612;A-HD;17071120300000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;32.508;41.292;412.920;7.320;27.987;35.307;7.320;27.987;35.307;2013;77;586;CITY;77001;120;2046;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Slab and Unfinished; ;2;0;2 Cars Detached;125;2400;2928;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2047 W OHIO ST, CHICAGO, IL;-87,6787803999999;41,8920484;60612;A-HD;17071210060000;211;Two to Six Apartments, Over 62 Years                                                         ;6.402;32.211;38.613;386.130;5.335;23.981;29.316;5.335;23.981;29.316;2013;77;586;CITY;77001;120;2047;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;2;0; ;124;2111;2134;     ;        ;0;1;12/1/15;310000;1;89555;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;38613;38613;10/19/15;
2044 W HURON ST, CHICAGO, IL;-87,6787647;41,8942601999999;60612;A-HD;17071080300000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;31.282;38.050;380.500;5.640;22.749;28.389;5.640;25.938;31.578;2013;77;586;CITY;77001;120;2044;W;HURON ;ST;2;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Craw and Formal Rec. Room;None;2;0; ;127;1848;2256;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2042 W HURON ST, CHICAGO, IL;-87,6786764;41,8942608999999;60612;A-HD;17071080310000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;50.079;56.847;568.470;5.640;32.219;37.859;5.640;38.562;44.202;2013;77;586;CITY;77001;120;2042;W;HURON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;127;5424;2256;     ;        ;0;1;2/21/91;140000;0;0;                  ;;0;;0;0;     ;
2042 W ERIE ST, CHICAGO, IL;-87,6786517999999;41,8933564;60612;A-HD;17071120320000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;34.726;43.510;435.100;7.320;21.306;28.626;7.320;25.461;32.781;2013;77;586;CITY;77001;120;2042;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Craw and Formal Rec. Room;None;2;0; ;125;3124;2928;     ;        ;0;1;1/1/01;315000;1;95562;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;47724;43510;12/4/15;
2038 W SUPERIOR ST, CHICAGO, IL;-87,6786026999999;41,8949349;60612;A-HD;17071070090000;211;Two to Six Apartments, Over 62 Years                                                         ;7.200;35.278;42.478;424.780;6.000;31.372;37.372;6.000;31.372;37.372;2013;77;586;CITY;77001;120;2038;W;SUPERIOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0;1 Car Detached;125;3344;2400;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2039 W SUPERIOR ST, CHICAGO, IL;-87,6785967;41,8946096999999;60612;A-HD;17071080090000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;51.410;58.178;581.780;5.640;41.813;47.453;5.640;41.813;47.453;2013;77;586;CITY;77001;120;2039;W;SUPERIOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;1;Full and Apartment;None;1;0; ;14;5178;2256;     ;        ;0;2;7/1/97;245000;1;107049;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;58178;58178;10/19/15;
2038 W HURON ST, CHICAGO, IL;-87,6785868;41,8942545;60612;A-HD;17071080320000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;34.835;41.603;416.030;5.640;26.683;32.323;5.640;30.901;36.541;2013;77;586;CITY;77001;120;2038;W;HURON ;ST;1;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;125;2448;2256;     ;        ;0;1;2/1/13;525500;1;103617;Appeal Review Complete       ;Assessed Value Not Adjusted;27;Assessed Value Not Adjusted;50097;50097;10/19/15;
2042 W GRAND AVE, CHICAGO, IL;-87,6785797;41,8909714999999;60612;A-HD;17071240220000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;39.056;45.680;456.800;5.520;33.853;39.373;5.520;33.853;39.373;2013;77;586;CITY;77001;120;2042;W;GRAND ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;2;Slab and Unfinished;None;1;0;2 Cars Detached;125;2520;2208;     ;        ;0;1;5/1/96;98000;0;0;                  ;;0;;0;0;     ;
2038 W ERIE ST, CHICAGO, IL;-87,6785581999999;41,8933463999999;60612;A-HD;17071120330000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;28.578;37.362;373.620;7.320;25.953;33.273;7.320;25.953;33.273;2013;77;586;CITY;77001;120;2038;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;2;0;2 Cars Detached;125;1600;2928;     ;        ;0;1;5/25/94;109000;0;0;                  ;;0;;0;0;     ;
2039 W ERIE ST, CHICAGO, IL;-87,6785428;41,8929367;60612;A-HD;17071160080000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;52.826;61.610;616.100;7.320;35.218;42.538;7.320;35.218;42.538;2013;77;586;CITY;77001;120;2039;W;ERIE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;124;6072;2928;     ;        ;0;0;2/1/15;1000000;1;103032;Appeal Review Complete       ;Assessed Value Not Adjusted;27;Assessed Value Not Adjusted;100044;100044;10/19/15;
2036 W SUPERIOR ST, CHICAGO, IL;-87,6785212;41,8949368;60612;A-HD;17071070100000;211;Two to Six Apartments, Over 62 Years                                                         ;7.200;35.396;42.596;425.960;6.000;29.960;35.960;6.000;29.960;35.960;2013;77;586;CITY;77001;120;2036;W;SUPERIOR ;ST;1;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;125;2244;2400;     ;        ;0;1;12/1/15;535000;0;0;                  ;;0;;0;0;     ;
2035 W HURON ST, CHICAGO, IL;-87,6784023;41,8938393999999;60612;A-HD;17071120100000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;48.624;57.408;574.080;7.320;40.702;48.022;7.320;40.702;48.022;2013;77;586;CITY;77001;120;2035;W;HURON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;4;0;Masonry    ;4;3;Full and Apartment;None;1;0; ;20;4464;2928;     ;        ;1;2;5/18/93;27534;0;0;                  ;;0;;0;0;     ;
2034 W HURON ST, CHICAGO, IL;-87,6784021999999;41,8942448999999;60612;A-HD;17071080340000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;39.150;45.918;459.180;5.640;28.050;33.690;5.640;28.050;33.690;2013;77;586;CITY;77001;120;2034;W;HURON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0;2 Cars Detached;122;3000;2256;     ;        ;0;1;3/1/05;645000;1;103362;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;48573;47523;10/19/15;
2032 W OHIO ST, CHICAGO, IL;-87,6783669;41,8924312999999;60612;A-HD;17071160340000;211;Two to Six Apartments, Over 62 Years                                                         ;17.568;65.896;83.464;834.640;14.640;59.150;73.790;14.640;59.150;73.790;2013;77;586;CITY;77001;120;2032;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;2;0;3 1/2 Cars Detache;137;2100;5856;     ;        ;0;1;7/1/13;1450000;0;0;                  ;;0;;0;0;     ;
2035 W OHIO ST, CHICAGO, IL;-87,678336;41,8920449;60612;A-HD;17071210110000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;34.107;40.731;407.310;5.520;26.989;32.509;5.520;26.989;32.509;2013;77;586;CITY;77001;120;2035;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;124;2646;2208;     ;        ;0;1;8/1/08;512000;1;103725;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;42978;42978;10/19/15;
2035 W RACE AVE, CHICAGO, IL;-87,6783207;41,891359;60612;A-HD;17071240040000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;33.150;39.774;397.740;5.520;29.010;34.530;5.520;29.010;34.530;2013;77;586;CITY;77001;120;2035;W;RACE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;122;1974;2208;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2032 W HURON ST, CHICAGO, IL;-87,6783182;41,8942346999999;60612;A-HD;17071080350000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;49.084;55.852;558.520;5.640;34.112;39.752;5.640;34.112;39.752;2013;77;586;CITY;77001;120;2032;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;127;1600;2256;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2034 W GRAND AVE, CHICAGO, IL;-87,6783149;41,8909615;60612;A-HD;17071240240000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;34.978;41.602;416.020;5.520;32.170;37.690;5.520;32.170;37.690;2013;77;586;CITY;77001;120;2034;W;GRAND ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;1;Masonry    ;2;1;Craw and Formal Rec. Room; ;1;0; ;122;2352;2208;     ;        ;0;2;3/1/11;350000;0;0;                  ;;0;;0;0;     ;
2033 W HURON ST, CHICAGO, IL;-87,6783147999999;41,8938404;60612;A-HD;17071120110000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;43.270;52.054;520.540;7.320;37.250;44.570;7.320;37.250;44.570;2013;77;586;CITY;77001;120;2033;W;HURON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;1;0; ;20;3510;2928;     ;        ;1;2;5/18/93;28466;0;0;                  ;;0;;0;0;     ;
2032 W ERIE ST, CHICAGO, IL;-87,6782979999999;41,8933299999999;60612;A-HD;17071120360000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;30.002;38.786;387.860;7.320;26.664;33.984;7.320;26.664;33.984;2013;77;586;CITY;77001;120;2032;W;ERIE ;ST;2;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;125;1600;2928;     ;        ;0;1;4/1/04;456500;0;0;                  ;;0;;0;0;     ;
2033 W ERIE ST, CHICAGO, IL;-87,6782867;41,892952;60612;A-HD;17071160110000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;59.788;68.572;685.720;7.320;42.232;49.552;7.320;42.232;49.552;2013;77;586;CITY;77001;120;2033;W;ERIE ;ST;2;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;137;2967;2928;     ;        ;0;1;9/1/11;855000;0;0;                  ;;0;;0;0;     ;
2033 W OHIO ST, CHICAGO, IL;-87,6782529999999;41,8920559;60612;A-HD;17071210120000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;32.129;38.753;387.530;5.520;27.944;33.464;5.520;27.944;33.464;2013;77;586;CITY;77001;120;2033;W;OHIO ;ST;1ST ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;1 Car Detached;124;1740;2208;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2030 W HURON ST, CHICAGO, IL;-87,6782357;41,8942618999999;60612;A-HD;17071080360000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;30.378;37.146;371.460;5.640;15.592;21.232;5.640;15.592;21.232;2013;77;586;CITY;77001;120;2030;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;1 Car Detached;133;2440;2256;     ;        ;0;1;4/1/11;249000;1;106354;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;43636;41403;10/19/15;
2030 W SUPERIOR ST, CHICAGO, IL;-87,6782316999999;41,8949562;60612;A-HD;17071070130000;211;Two to Six Apartments, Over 62 Years                                                         ;7.200;36.063;43.263;432.630;6.000;30.425;36.425;6.000;30.425;36.425;2013;77;586;CITY;77001;120;2030;W;SUPERIOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;89;1970;2400;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2029 W HURON ST, CHICAGO, IL;-87,6782233999999;41,8938495;60612;A-HD;17071120120000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;34.149;42.933;429.330;7.320;30.440;37.760;7.320;30.440;37.760;2013;77;586;CITY;77001;120;2029;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;127;2262;2928;     ;        ;0;0;     ;0;1;109353;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;42933;42933;10/19/15;
2032 W GRAND AVE, CHICAGO, IL;-87,6782218;41,8909556999999;60612;A-HD;17071240250000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;29.776;36.400;364.000;5.520;27.939;33.459;5.520;27.939;33.459;2013;77;586;CITY;77001;120;2032;W;GRAND ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Partial and Formal Rec. Room;None;2;0; ;125;2136;2208;     ;        ;0;2;3/30/95;155000;0;0;                  ;;0;;0;0;     ;
2028 W ERIE ST, CHICAGO, IL;-87,6782146999999;41,8933522999999;60612;A-HD;17071120370000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;30.033;38.817;388.170;7.320;27.299;34.619;7.320;27.299;34.619;2013;77;586;CITY;77001;120;2028;W;ERIE ;ST; ;CHICAGO;1.5 - 1.9        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;Full and Living Area;2;0;2 Cars Detached;125;1552;2928;     ;        ;0;1;10/1/96;111500;0;0;                  ;;0;;0;0;     ;
2029 W OHIO ST, CHICAGO, IL;-87,6781608999999;41,8920607;60612;A-HD;17071210130000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;36.172;42.796;427.960;5.520;31.712;37.232;5.520;31.712;37.232;2013;77;586;CITY;77001;120;2029;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Stucco     ;3;0;Full and Apartment;None;2;0;2 Cars Detached;124;2678;2208;     ;        ;0;1;3/1/04;505000;0;0;                  ;;0;;0;0;     ;
2027 W SUPERIOR ST, CHICAGO, IL;-87,6781531;41,8946170999999;60612;A-HD;17071080500000;211;Two to Six Apartments, Over 62 Years                                                         ;6.336;45.166;51.502;515.020;5.280;35.777;41.057;5.280;35.777;41.057;2013;77;586;CITY;77001;120;2027;W;SUPERIOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;2;Full and Apartment;None;2;0; ;19;3436;2112;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2027 W HURON ST, CHICAGO, IL;-87,678143;41,8938581999999;60612;A-HD;17071120130000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;33.244;42.028;420.280;7.320;26.178;33.498;7.320;26.178;33.498;2013;77;586;CITY;77001;120;2027;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0;4 Cars Detached;125;3212;2928;     ;        ;1;1;11/1/02;646214;1;96226;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;51099;50032;10/19/15;
2029 W RACE AVE, CHICAGO, IL;-87,6781407;41,8913750999999;60612;A-HD;17071240060000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;53.079;59.703;597.030;5.520;50.042;55.562;5.520;50.042;55.562;2013;77;586;CITY;77001;120;2029;W;RACE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;0;0;Frame     ;2;0;Slab and Unfinished;None;2;0; ;125;2004;2208;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2026 W HURON ST, CHICAGO, IL;-87,6781397;41,8942678;60612;A-HD;17071080370000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;36.597;43.365;433.650;5.640;30.886;36.526;5.640;30.886;36.526;2013;77;586;CITY;77001;120;2026;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;127;2448;2256;     ;        ;0;1;7/1/96;115000;0;0;                  ;;0;;0;0;     ;
2026 W ERIE ST, CHICAGO, IL;-87,6781299;41,8933431;60612;A-HD;17071120380000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;38.316;47.100;471.000;7.320;35.955;43.275;7.320;35.955;43.275;2013;77;586;CITY;77001;120;2026;W;ERIE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Frame/Masonry ;3;0;Slab and Unfinished;None;2;0;2 Cars Detached;127;2829;2928;     ;        ;0;1;6/28/95;245000;0;0;                  ;;0;;0;0;     ;
