Full Address;Longitude;Latitude;Zip;REC_TYPE;PIN;OVACLS;CLASS_DESCRIPTION;CURRENT_LAND;CURRENT_BUILDING;CURRENT_TOTAL;ESTIMATED_MARKET_VALUE;PRIOR_LAND;PRIOR_BUILDING;PRIOR_TOTAL;PPRIOR_LAND;PPRIOR_BUILDING;PPRIOR_TOTAL;PPRIOR_YEAR;TOWN;VOLUME;LOC;TAX_CODE;NEIGHBORHOOD;HOUSENO;DIR;STREET;SUFFIX;APT;CITY;RES_TYPE;BLDG_USE;APT_DESC;COMM_UNITS;EXT_DESC;FULL_BATH;HALF_BATH;BSMT_DESC;ATTIC_DESC;AC;FIREPLACE;GAR_DESC;AGE;BUILDING_SQ_FT;LAND_SQ_FT;BLDG_SF;UNITS_TOT;MULTI_SALE;DEED_TYPE;SALE_DATE;SALE_AMOUNT;APPCNT;APPEAL_A;APPEAL_A_STATUS;APPEAL_A_RESULT;APPEAL_A_REASON;APPEAL_A_PIN_RESULT;APPEAL_A_PROPAV;APPEAL_A_CURRAV;APPEAL_A_RESLTDATE;
1405 W FILLMORE ST, CHICAGO, IL;-87,6618976999999;41,868363;60607;A-HD;17173280470000;211;Two to Six Apartments, Over 62 Years                                                         ;10.221;43.943;54.164;541.640;8.517;39.771;48.288;8.517;39.771;48.288;2013;77;592;CITY;77002;132;1405;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;3;1;Slab and Unfinished;None;1;2;2 Cars Detached;16;2824;3407;     ;        ;0;1;5/1/15;700000;1;106515;Appeal Review Complete       ;Assessed Value Not Adjusted;49;Assessed Value Not Adjusted;54164;54164;10/19/15;
1401 W TAYLOR ST, CHICAGO, IL;-87,6618399;41,8691467;60607;A-HD;17173250190000;318;Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ;11.777;130.651;142.428;1.424.280;11.777;130.651;142.428;11.777;104.521;116.298;2013;77;592;CITY;77002;132;1401;W;TAYLOR ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;137;0;6928;14880;14;0;2;1/1/09;1475000;1;100224;Appeal Review Complete       ;Assessed Value Not Adjusted;18;Assessed Value Not Adjusted;142428;142428;10/19/15;
621 S LOOMIS ST, CHICAGO, IL;-87,6614950999999;41,873496;60607;A-HD;17173050060000;211;Two to Six Apartments, Over 62 Years                                                         ;8.175;32.308;40.483;404.830;6.812;27.004;33.816;6.812;27.004;33.816;2013;77;592;CITY;77002;132;621;S;LOOMIS ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Slab and Unfinished;None;1;0;2 Cars Detached;113;3234;2725;     ;        ;0;0;     ;0;1;87005;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;50318;47303;10/19/15;
619 S LOOMIS ST, CHICAGO, IL;-87,6614924999999;41,8735665999999;60607;A-HD;17173050050000;211;Two to Six Apartments, Over 62 Years                                                         ;8.175;36.795;44.970;449.700;6.812;36.801;43.613;6.812;36.801;43.613;2013;77;592;CITY;77002;132;619;S;LOOMIS ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;123;3426;2725;     ;        ;0;0;     ;0;1;109597;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;49035;47916;10/19/15;
735 S LOOMIS ST, CHICAGO, IL;-87,661489;41,8723451999999;60607;A-HD;17173090100000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;28.438;35.938;359.380;6.250;26.645;32.895;6.250;26.645;32.895;2013;77;592;CITY;77002;132;735;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;132;1708;2500;     ;        ;0;0;     ;0;1;105253;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;40026;38286;10/19/15;
625 S LOOMIS ST, CHICAGO, IL;-87,6614881;41,8734246;60607;A-HD;17173050070000;211;Two to Six Apartments, Over 62 Years                                                         ;8.175;40.749;48.924;489.240;6.812;38.208;45.020;6.812;38.208;45.020;2013;77;592;CITY;77002;132;625;S;LOOMIS ;ST;2;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0;2 Cars Detached;122;3449;2725;     ;        ;0;1;5/1/08;770000;1;96496;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;50695;48924;10/19/15;
737 S LOOMIS ST, CHICAGO, IL;-87,6614878;41,8722817;60607;A-HD;17173090110000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;29.490;36.990;369.900;6.250;24.752;31.002;6.250;27.758;34.008;2013;77;592;CITY;77002;132;737;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;132;1768;2500;     ;        ;0;0;     ;0;1;105254;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;40379;40379;10/19/15;
615 S LOOMIS ST, CHICAGO, IL;-87,6614818999999;41,8737023999999;60607;A-HD;17173050030000;211;Two to Six Apartments, Over 62 Years                                                         ;8.175;61.873;70.048;700.480;6.812;41.446;48.258;6.812;41.446;48.258;2013;77;592;CITY;77002;132;615;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;4;2;Full and Apartment;None;1;0; ;132;3750;2725;     ;        ;0;1;9/1/13;740000;0;0;                  ;;0;;0;0;     ;
725 S LOOMIS ST, CHICAGO, IL;-87,6614754;41,8726143;60607;A-HD;17173090070000;315;Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ;11.475;56.025;67.500;675.000;11.475;56.025;67.500;11.475;56.025;67.500;2013;77;592;CITY;77002;132;725;S;LOOMIS ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;112;0;4500;0;0;0;0;     ;0;1;91487;Appeal Review Complete       ;Assessed Value Not Adjusted;18;Assessed Value Not Adjusted;67500;67500;10/19/15;
713 S LOOMIS ST, CHICAGO, IL;-87,6614746999999;41,8729024;60607;A-HD;17173090030000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;40.939;48.439;484.390;6.250;35.835;42.085;6.250;35.835;42.085;2013;77;592;CITY;77002;132;713;S;LOOMIS ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;122;3300;2500;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
719 S LOOMIS ST, CHICAGO, IL;-87,6614732;41,8727658;60607;A-HD;17173090050000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;39.817;47.317;473.170;6.250;35.070;41.320;6.250;35.070;41.320;2013;77;592;CITY;77002;132;719;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0;2 Cars Detached;137;2560;2500;     ;        ;0;2;3/1/00;405000;0;0;                  ;;0;;0;0;     ;
1359 W TAYLOR ST, CHICAGO, IL;-87,6614715999999;41,8691582;60607;A-HD;17173260010000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;7.650;50.008;57.658;576.580;6.375;43.010;49.385;6.375;46.620;52.995;2013;77;592;CITY;77002;132;1359;W;TAYLOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;1;Stucco     ;2;1;Partial and Unfinished; ;1;0; ;124;4675;2550;     ;        ;0;0;     ;0;1;89188;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;57658;57658;10/19/15;
729 S LOOMIS ST, CHICAGO, IL;-87,6614703;41,8724899999999;60607;A-HD;17173090080000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;39.799;47.299;472.990;6.250;32.333;38.583;6.250;32.333;38.583;2013;77;592;CITY;77002;132;729;S;LOOMIS ;ST;2ND ;CHICAGO;Three Story       ;Multi Family  ;3;0;Frame/Masonry ;3;0;Slab and Unfinished;None;1;0;2 Cars Detached;122;3864;2500;     ;        ;0;1;2/1/08;440000;1;96707;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;52579;52579;10/19/15;
723 S LOOMIS ST, CHICAGO, IL;-87,6614701;41,8726853;60607;A-HD;17173090060000;211;Two to Six Apartments, Over 62 Years                                                         ;9.000;38.715;47.715;477.150;7.500;34.432;41.932;7.500;34.432;41.932;2013;77;592;CITY;77002;132;723;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;125;2880;3000;     ;        ;0;1;7/1/08;765000;0;0;                  ;;0;;0;0;     ;
709 S LOOMIS ST, CHICAGO, IL;-87,6614689;41,8730406;60607;A-HD;17173090010000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;39.688;47.188;471.880;6.250;29.087;35.337;6.250;29.087;35.337;2013;77;592;CITY;77002;132;709;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Slab and Unfinished;None;1;0; ;132;4484;2500;     ;        ;0;1;3/1/06;775000;1;101824;Appeal Review Complete       ;Assessed Value Not Adjusted;17;Assessed Value Not Adjusted;47188;47188;10/19/15;
717 S LOOMIS ST, CHICAGO, IL;-87,6614653999999;41,8728296;60607;A-HD;17173090040000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;36.676;44.176;441.760;6.250;30.851;37.101;6.250;30.851;37.101;2013;77;592;CITY;77002;132;717;S;LOOMIS ;ST;1;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;1 Car Detached;137;2484;2500;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
731 S LOOMIS ST, CHICAGO, IL;-87,6614632;41,8724234999999;60607;A-HD;17173090090000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;38.094;45.594;455.940;6.250;34.280;40.530;6.250;34.280;40.530;2013;77;592;CITY;77002;132;731;S;LOOMIS ;ST;1;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;137;2552;2500;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
711 S LOOMIS ST, CHICAGO, IL;-87,6614624999999;41,8729716;60607;A-HD;17173090020000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;38.997;46.497;464.970;6.250;35.647;41.897;6.250;35.647;41.897;2013;77;592;CITY;77002;132;711;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;3;0;Full and Formal Rec. Room;None;2;0; ;122;2536;2500;     ;        ;0;7;9/1/94;100900;0;0;                  ;;0;;0;0;     ;
919 S LOOMIS ST, CHICAGO, IL;-87,6614409999999;41,8695645;60607;A-HD;17173220100000;318;Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ;17.000;92.275;109.275;1.092.750;17.000;83.682;100.682;17.000;83.682;100.682;2013;77;592;CITY;77002;132;919;S;LOOMIS ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;124;0;5000;0;0;0;1;1/15/92;20000;1;91657;Appeal Review Complete       ;Assessed Value Adjusted;11;Assessed Value Adjusted;115087;109275;10/19/15;
915 S LOOMIS ST, CHICAGO, IL;-87,6614182;41,8698338;60607;A-HD;17173220070000;211;Two to Six Apartments, Over 62 Years                                                         ;6.000;30.154;36.154;361.540;5.000;29.303;34.303;5.000;29.303;34.303;2013;77;592;CITY;77002;132;915;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Apartment;None;2;0; ;127;2128;2000;     ;        ;0;1;9/1/07;45000;0;0;                  ;;0;;0;0;     ;
917 S LOOMIS ST, CHICAGO, IL;-87,6614093;41,8697809;60607;A-HD;17173220080000;211;Two to Six Apartments, Over 62 Years                                                         ;6.000;32.792;38.792;387.920;5.000;31.000;36.000;5.000;31.000;36.000;2013;77;592;CITY;77002;132;917;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0; ;127;2128;2000;     ;        ;0;2;5/1/09;360000;0;0;                  ;;0;;0;0;     ;
911 S LOOMIS ST, CHICAGO, IL;-87,6614028999999;41,8698875999999;60607;A-HD;17173220060000;211;Two to Six Apartments, Over 62 Years                                                         ;6.000;37.391;43.391;433.910;5.000;32.665;37.665;5.000;32.665;37.665;2013;77;592;CITY;77002;132;911;S;LOOMIS ;ST;2;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0; ;127;2128;2000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
905 S LOOMIS ST, CHICAGO, IL;-87,6613937999999;41,8700510999999;60607;A-HD;17173220030000;211;Two to Six Apartments, Over 62 Years                                                         ;6.000;39.834;45.834;458.340;5.000;29.604;34.604;5.000;29.604;34.604;2013;77;592;CITY;77002;132;905;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0; ;127;2716;2000;     ;        ;0;1;6/1/92;140000;0;0;                  ;;0;;0;0;     ;
909 S LOOMIS ST, CHICAGO, IL;-87,6613923999999;41,8699494999999;60607;A-HD;17173220050000;211;Two to Six Apartments, Over 62 Years                                                         ;6.000;37.813;43.813;438.130;5.000;32.971;37.971;5.000;32.971;37.971;2013;77;592;CITY;77002;132;909;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0;1 Car Detached;127;2126;2000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
907 S LOOMIS ST, CHICAGO, IL;-87,661392;41,8700025999999;60607;A-HD;17173220040000;211;Two to Six Apartments, Over 62 Years                                                         ;6.000;39.745;45.745;457.450;5.000;28.336;33.336;5.000;29.032;34.032;2013;77;592;CITY;77002;132;907;S;LOOMIS ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0;1 1/2 Car Detached;127;2576;2000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1113 S LOOMIS ST, CHICAGO, IL;-87,6613873999999;41,8680302;60607;A-HD;17173290780000;315;Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ;3.890;55.694;59.584;595.840;3.890;55.694;59.584;3.890;55.694;59.584;2013;77;592;CITY;77002;132;1113;S;LOOMIS ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;125;0;4716;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
901 S LOOMIS ST, CHICAGO, IL;-87,6613774;41,8701694;60607;A-HD;17173220010000;315;Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ;1.980;34.511;36.491;364.910;1.980;25.082;27.062;1.980;25.082;27.062;2013;77;592;CITY;77002;132;901;S;LOOMIS ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;117;0;2400;0;0;0;0;     ;0;1;88417;Appeal Review Complete       ;Assessed Value Adjusted;11;Assessed Value Adjusted;44540;38500;12/4/15;
1356 W FILLMORE ST, CHICAGO, IL;-87,6613492;41,8687406;60607;A-HD;17173260530000;211;Two to Six Apartments, Over 62 Years                                                         ;7.248;43.597;50.845;508.450;6.040;36.453;42.493;6.040;36.453;42.493;2013;77;592;CITY;77002;132;1356;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;1;2;2 Cars Detached;17;2828;2416;     ;        ;0;1;4/1/02;555000;0;0;                  ;;0;;0;0;     ;
1354 W TAYLOR ST, CHICAGO, IL;-87,6612915;41,8695671999999;60607;A-HD;17173220110000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;7.500;54.106;61.606;616.060;6.250;44.646;50.896;6.250;44.646;50.896;2013;77;592;CITY;77002;132;1354;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;1;Frame/Masonry ;2;1;Partial and Unfinished; ;1;0; ;124;3893;2500;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1355 W TAYLOR ST, CHICAGO, IL;-87,6612848999999;41,8691553;60607;A-HD;17173260030000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;7.650;38.704;46.354;463.540;6.375;32.568;38.943;6.375;32.568;38.943;2013;77;592;CITY;77002;132;1355;W;TAYLOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;1;Masonry    ;3;0;Partial and Unfinished; ;2;0;1 1/2 Car Detached;110;1888;2550;     ;        ;0;1;2/9/90;200000;1;107190;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;53471;50955;10/19/15;
1352 W TAYLOR ST, CHICAGO, IL;-87,6612078;41,8695692;60607;A-HD;17173220120000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;7.500;50.369;57.869;578.690;6.250;42.236;48.486;6.250;4.223;10.473;2013;77;592;CITY;77002;132;1352;W;TAYLOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;1;Masonry    ;4;1;Slab and Unfinished;None;2;0; ;124;2640;2500;     ;        ;0;2;6/1/12;424500;0;0;                  ;;0;;0;0;     ;
1353 W TAYLOR ST, CHICAGO, IL;-87,6611934;41,8691058;60607;A-HD;17173260040000;211;Two to Six Apartments, Over 62 Years                                                         ;7.650;49.656;57.306;573.060;6.375;47.182;53.557;6.375;47.182;53.557;2013;77;592;CITY;77002;132;1353;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Apartment;None;1;0; ;127;8301;2550;     ;        ;0;1;12/1/95;256500;1;98023;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;63243;57306;10/19/15;
1347 W FLOURNOY ST, CHICAGO, IL;-87,6611623;41,8729785;60607;A-HD;17173090120000;211;Two to Six Apartments, Over 62 Years                                                         ;10.800;35.522;46.322;463.220;9.000;32.829;41.829;9.000;32.829;41.829;2013;77;592;CITY;77002;132;1347;W;FLOURNOY ;ST;1;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;1 Car Detached;127;2664;3600;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1350 W FILLMORE ST, CHICAGO, IL;-87,6611043;41,8687334999999;60607;A-HD;17173260560000;211;Two to Six Apartments, Over 62 Years                                                         ;7.245;43.891;51.136;511.360;6.037;40.131;46.168;6.037;40.131;46.168;2013;77;592;CITY;77002;132;1350;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;1;2;2 Cars Detached;17;2828;2415;     ;        ;0;1;9/1/13;635000;1;6091355;Appeal Review Complete       ;Assessed Value Not Adjusted;27;Assessed Value Not Adjusted;60544;60544;12/4/15;
1349 W TAYLOR ST, CHICAGO, IL;-87,6610929;41,8691103999999;60607;A-HD;17173260050000;211;Two to Six Apartments, Over 62 Years                                                         ;7.650;46.303;53.953;539.530;6.375;39.982;46.357;6.375;39.982;46.357;2013;77;592;CITY;77002;132;1349;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;4;0;Masonry    ;4;0;Full and Apartment;None;2;0; ;127;5670;2550;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1345 W FLOURNOY ST, CHICAGO, IL;-87,6610735999999;41,8729798;60607;A-HD;17173090130000;211;Two to Six Apartments, Over 62 Years                                                         ;10.800;38.876;49.676;496.760;9.000;31.756;40.756;9.000;31.756;40.756;2013;77;592;CITY;77002;132;1345;W;FLOURNOY ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;3 Cars Detached;127;2436;3600;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1348 W FILLMORE ST, CHICAGO, IL;-87,6610227999999;41,8687468999999;60607;A-HD;17173260570000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;43.947;50.571;505.710;5.520;40.237;45.757;5.520;40.237;45.757;2013;77;592;CITY;77002;132;1348;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;1;2;2 Cars Detached;17;2828;2208;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1334 W VAN BUREN ST, CHICAGO, IL;-87,6609111;41,8767021;60607;A-HD;17171160460000;391;Apartment buildings over three stories                                                        ;66.810;166.067;232.877;2.328.770;66.810;166.067;232.877;66.810;166.067;232.877;2013;77;591;CITY;77002;131;1334;W;VAN BUREN ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;33;0;63629;0;0;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1345 W TAYLOR ST, CHICAGO, IL;-87,6609095;41,8691358;60607;A-HD;17173260070000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;7.650;60.878;68.528;685.280;6.375;48.744;55.119;6.375;48.744;55.119;2013;77;592;CITY;77002;132;1345;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;5;1;Masonry    ;5;0;Partial and Unfinished; ;2;0; ;124;5682;2550;     ;        ;0;0;     ;0;1;107197;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;68528;68528;10/19/15;
1339 W FLOURNOY ST, CHICAGO, IL;-87,6608990999999;41,8729920999999;60607;A-HD;17173090150000;211;Two to Six Apartments, Over 62 Years                                                         ;10.350;33.584;43.934;439.340;8.625;30.521;39.146;8.625;30.521;39.146;2013;77;592;CITY;77002;132;1339;W;FLOURNOY ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;1;0;2 Cars Detached;127;2228;3450;     ;        ;0;0;     ;0;1;97363;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;46990;43934;10/19/15;
1344 W FILLMORE ST, CHICAGO, IL;-87,6608547;41,8687487999999;60607;A-HD;17173260590000;211;Two to Six Apartments, Over 62 Years                                                         ;6.621;43.325;49.946;499.460;5.517;30.118;35.635;5.517;36.594;42.111;2013;77;592;CITY;77002;132;1344;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;1;2;2 Cars Detached;17;2828;2207;     ;        ;0;0;     ;0;1;103356;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;50569;50569;10/19/15;
1343 W FILLMORE ST, CHICAGO, IL;-87,6608058;41,8683741999999;60607;A-HD;17173290070000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;38.219;45.944;459.440;6.437;35.847;42.284;6.437;35.847;42.284;2013;77;592;CITY;77002;132;1343;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;2;1;Slab and Unfinished;None;1;0;2 Cars Detached;127;3888;2575;     ;        ;0;1;6/1/06;742500;1;6086557;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;50619;50619;10/19/15;
1342 W FILLMORE ST, CHICAGO, IL;-87,6607711999999;41,868749;60607;A-HD;17173260600000;211;Two to Six Apartments, Over 62 Years                                                         ;7.242;42.646;49.888;498.880;6.035;40.322;46.357;6.035;40.322;46.357;2013;77;592;CITY;77002;132;1342;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;2;1;Slab and Unfinished;None;1;1;2 Cars Detached;17;2828;2414;     ;        ;0;0;     ;0;1;108520;Appeal Review Complete       ;Assessed Value Not Adjusted;20;Assessed Value Not Adjusted;51265;51265;10/19/15;
1312 W LEXINGTON ST, CHICAGO, IL;-87,6607623999999;41,8723808;60607;A-HD;17173090260000;211;Two to Six Apartments, Over 62 Years                                                         ;22.176;28.313;50.489;504.890;18.480;29.077;47.557;18.480;29.077;47.557;2013;77;592;CITY;77002;132;1312;W;LEXINGTON ;ST;1;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;1 Car Detached;132;2944;7392;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1339 W TAYLOR ST, CHICAGO, IL;-87,6607343;41,8691395;60607;A-HD;17173260090000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;7.650;52.983;60.633;606.330;6.375;53.022;59.397;6.375;53.022;59.397;2013;77;592;CITY;77002;132;1339;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;1;Masonry    ;2;1;Partial and Unfinished;None;2;0;1 1/2 Car Detached;125;4140;2550;     ;        ;1;2;4/1/10;705857;1;107872;Appeal Review Complete       ;Assessed Value Adjusted;2;Assessed Value Adjusted;65525;60633;10/19/15;
1336 W ROOSEVELT RD, CHICAGO, IL;-87,6607046;41,8671768999999;60607;A-HD;17173320210000;315;Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ;23.171;17.463;40.634;406.340;23.171;17.377;40.548;23.171;17.377;40.548;2013;77;592;CITY;77023;132;1336;W;ROOSEVELT ;RD; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;8;0;14712;0;0;0;0;     ;0;1;106470;Appeal Review Complete       ;Assessed Value Adjusted;11;Assessed Value Adjusted;80524;68251;12/4/15;
1338 W GRENSHAW ST, CHICAGO, IL;-87,6606919;41,8679672;60607;A-HD;17173290310000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;41.180;48.905;489.050;6.437;31.931;38.368;6.437;31.931;38.368;2013;77;592;CITY;77002;132;1338;W;GRENSHAW ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0; ;117;3402;2575;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1340 W FILLMORE ST, CHICAGO, IL;-87,6606874;41,8687423;60607;A-HD;17173260610000;211;Two to Six Apartments, Over 62 Years                                                         ;7.242;38.744;45.986;459.860;6.035;34.813;40.848;6.035;39.705;45.740;2013;77;592;CITY;77002;132;1340;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;2;1;Slab and Unfinished;None;1;2;2 Cars Detached;17;2828;2414;     ;        ;0;0;     ;0;1;105574;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;51265;51265;10/19/15;
1333 W FLOURNOY ST, CHICAGO, IL;-87,6606395999999;41,8730588;60607;A-HD;17173090170000;211;Two to Six Apartments, Over 62 Years                                                         ;8.700;43.009;51.709;517.090;7.250;34.545;41.795;7.250;34.545;41.795;2013;77;592;CITY;77002;132;1333;W;FLOURNOY ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Full and Unfinished;None;2;0; ;132;4700;2900;     ;        ;0;1;1/1/05;750000;1;106063;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;53246;51709;10/19/15;
